Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
9562,Legend of the Guardians: The Owls of Ga'Hoole,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.11,0.01,0,0.01
9563,Gunstar Heroes,GEN,1992,Shooter,Sega,0,0,0.13,0
9564,All-Star Baseball 2004,XB,2003,Sports,Acclaim Entertainment,0.1,0.03,0,0
9565,Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0,0,0.13,0
9566,Shining Wind,PS2,2007,Role-Playing,Sega,0,0,0.13,0
9567,Brothers in Arms: Double Time,Wii,2008,Shooter,Ubisoft,0.11,0,0,0.01
9568,Portal Runner,PS2,2001,Platform,3DO,0.06,0.05,0,0.02
9569,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.09,0.03,0,0
9570,Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.08,0,0.01
9571,Batman: Arkham Knight,PC,2015,Action,Warner Bros. Interactive Entertainment,0.08,0.03,0,0.01
9572,Warriors Orochi 2,PS2,2008,Action,Tecmo Koei,0.06,0.05,0,0.02
9573,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,PS2,2005,Platform,Ubisoft,0.06,0.05,0,0.02
9574,Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01
9575,Assault: Retribution,PS,1998,Action,Telstar,0.07,0.05,0,0.01
9576,Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0,0,0.13,0
9577,Spartan: Total Warrior,XB,2005,Action,Sega,0.1,0.03,0,0
9578,Gravity Rush Remastered,PS4,2015,Action,Sony Computer Entertainment,0.02,0.05,0.04,0.01
9579,Rock Band Track Pack Volume 2,PS3,2008,Misc,MTV Games,0.11,0,0,0.01
9580,City Crisis,PS2,2001,Simulation,Take-Two Interactive,0.06,0.05,0,0.02
9581,Zapper: One Wicked Cricket!,GC,2002,Platform,Infogrames,0.1,0.03,0,0
9582,Star Wars: Clone Wars,XB,2003,Shooter,LucasArts,0.1,0.03,0,0
9583,Assassination Classroom: Grand Siege on Kuro-sensei,3DS,2015,Action,Namco Bandai Games,0,0,0.13,0
9584,Dynasty Warriors 5 Empires,X360,2006,Action,Tecmo Koei,0.11,0.01,0,0.01
9585,High Rollers Casino,XB,2004,Misc,Mud Duck Productions,0.1,0.03,0,0
9586,Advent Rising,XB,2005,Action,THQ,0.1,0.03,0,0
9587,Surf Riders,PS,1999,Sports,Ubisoft,0.07,0.05,0,0.01
9588,Torino 2006,PS2,2006,Sports,Take-Two Interactive,0.06,0.05,0,0.02
9589,Nobunaga no Yabou: Ranseiki,PS2,2002,Strategy,Tecmo Koei,0,0,0.13,0
9590,Derby Stallion Advance,GBA,2002,Sports,Enterbrain,0,0,0.12,0
9591,PBR: Out of the Chute,Wii,2008,Sports,Crave Entertainment,0.12,0,0,0.01
9592,Monopoly Party,GC,2002,Misc,Infogrames,0.1,0.03,0,0
9593,LEGO Batman 2: DC Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.05,0.07,0,0.01
9594,Thor: God of Thunder,DS,2011,Action,Sega,0.09,0.03,0,0.01
9595,TOCA Race Driver 2: Ultimate Racing Simulator,XB,2004,Racing,Codemasters,0.09,0.03,0,0
9596,The Price is Right: Decades,Wii,2011,Misc,Ubisoft,0.12,0,0,0.01
9597,Snood,GBA,2001,Puzzle,"Destination Software, Inc",0.09,0.03,0,0
9598,The Sky Crawlers: Innocent Aces,Wii,2008,Simulation,Namco Bandai Games,0.09,0.02,0.01,0.01
9599,Avatar: The Last Airbender - Into the Inferno,DS,2008,Adventure,THQ,0.11,0.01,0,0.01
9600,Fit in Six,PS3,2011,Sports,Ubisoft,0.12,0,0,0.01
9601,Monster Jam: Urban Assault,PS2,2008,Racing,Activision,0.06,0.05,0,0.02
9602,Ice Age: Dawn of the Dinosaurs,X360,2009,Action,Activision,0.09,0.03,0,0.01
9603,DT Racer,PS2,2005,Racing,XS Games,0.06,0.05,0,0.02
9604,SimAnimals Africa,Wii,2009,Simulation,Electronic Arts,0.1,0.01,0,0.01
9605,Deepak Chopra's Leela,X360,2011,Misc,THQ,0.07,0.05,0,0.01
9606,Twister Mania,X360,2011,Misc,505 Games,0.1,0.01,0,0.01
9607,World Cup Golf: Professional Edition,PS,1995,Sports,U.S. Gold,0.07,0.05,0,0.01
9608,Black Dawn,PS,1996,Simulation,Virgin Interactive,0.07,0.05,0,0.01
9609,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,2013,Sports,Sega,0,0,0.13,0
9610,428: Fuusa Sareta Shibuya de,Wii,2008,Adventure,Sega,0,0,0.13,0
9611,Kelly Slater's Pro Surfer,GBA,2002,Sports,Activision,0.09,0.03,0,0
9612,Warriors of Might and Magic,PS,2001,Adventure,3DO,0.07,0.05,0,0.01
9613,Drome Racers,PS2,2002,Racing,Electronic Arts,0.06,0.05,0,0.02
9614,X-Men: Next Dimension,GC,2002,Fighting,Activision,0.1,0.03,0,0
9615,Impossible Mission,DS,2007,Platform,System 3 Arcade Software,0.12,0,0,0.01
9616,NCIS,PS3,2011,Adventure,Ubisoft,0.07,0.04,0,0.02
9617,Cabela's Dangerous Hunts 2011,DS,2010,Sports,Activision,0.12,0,0,0.01
9618,Garfield's Fun Fest,DS,2008,Platform,Zoo Digital Publishing,0.07,0.04,0,0.01
9619,7th Dragon 2020-II,PSP,2013,Role-Playing,Sega,0,0,0.13,0
9620,Doukyuusei 2,SAT,1997,Role-Playing,NEC Interchannel,0,0,0.13,0
9621,SkullMonkeys,PS,1998,Platform,DreamWorks Interactive,0.07,0.05,0,0.01
9622,Cloudy With a Chance of Meatballs,Wii,2009,Platform,Ubisoft,0.11,0,0,0.01
9623,Burnout,XB,2002,Racing,Acclaim Entertainment,0.09,0.03,0,0
9624,Zenses: Ocean,DS,2008,Puzzle,Game Factory,0.11,0.01,0,0.01
9625,Ben 10 Galactic Racing,Wii,2011,Racing,D3Publisher,0.08,0.03,0,0.01
9626,Teenage Mutant Ninja Turtles: Arcade Attack,DS,2009,Action,Ubisoft,0.12,0,0,0.01
9627,Baroque,PS2,2007,Role-Playing,Rising Star Games,0.05,0.04,0.02,0.01
9628,Left Brain Right Brain 2,DS,2008,Misc,Majesco Entertainment,0.12,0,0,0.01
9629,Dynasty Warriors: Gundam Reborn,PSV,2013,Action,Namco Bandai Games,0,0,0.13,0
9630,Kidz Sports: Crazy Golf,Wii,2008,Sports,Data Design Interactive,0.11,0,0,0.01
9631,Little Battlers eXperience: Wars,3DS,2013,Strategy,Level 5,0,0,0.13,0
9632,Victorious: Time to Shine,X360,2011,Action,D3Publisher,0.12,0,0,0.01
9633,NBA Ballers: Phenom,XB,2006,Sports,Midway Games,0.09,0.03,0,0
9634,Aikatsu! 365 Idol Days,3DS,2014,Adventure,Namco Bandai Games,0,0,0.13,0
9635,Petz Puppyz & Kittenz,DS,2011,Misc,Ubisoft,0.12,0,0,0.01
9636,Crash Tag Team Racing,XB,2005,Racing,Vivendi Games,0.09,0.03,0,0
9637,Freedom Fighters,GC,2003,Shooter,Electronic Arts,0.1,0.03,0,0
9638,The Stronghold Collection,PC,2009,Strategy,Take-Two Interactive,0.03,0.08,0,0.02
9639,Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02
9640,Transformer: Rise of the Dark Spark,PS3,2014,Action,Activision,0.04,0.05,0.01,0.02
9641,Mega Man X Collection,GC,2006,Misc,Capcom,0.1,0.03,0,0
9642,Detana TwinBee Yahho! Deluxe Pack,SAT,1995,Shooter,Konami Digital Entertainment,0,0,0.13,0
9643,Dragon Ball: Origins,DS,2008,Action,Atari,0.09,0.03,0,0.01
9644,Last Ranker,PSP,2010,Role-Playing,Capcom,0,0,0.13,0
9645,Quantum Redshift,XB,2002,Racing,Microsoft Game Studios,0.09,0.03,0,0
9646,Smash Court Tennis Pro Tournament 2,PS2,2004,Sports,Sony Computer Entertainment,0.06,0.05,0,0.02
9647,Eat Lead: The Return of Matt Hazard,X360,2009,Shooter,D3Publisher,0.1,0.01,0,0.01
9649,Legends of Wrestling II,XB,2002,Fighting,Acclaim Entertainment,0.09,0.03,0,0
9650,Power Pro Kun Pocket 13,DS,2010,Sports,Konami Digital Entertainment,0,0,0.13,0
9651,Armed and Dangerous,XB,2003,Shooter,LucasArts,0.09,0.03,0,0
9652,Jurassic: The Hunted,X360,2009,Shooter,Activision,0.12,0,0,0.01
9653,Adventures to Go!,PSP,2008,Role-Playing,Zushi Games,0.1,0,0.01,0.01
9654,Conduit 2,Wii,2011,Shooter,Sega,0.07,0.04,0,0.01
9655,Supremacy MMA,PS3,2011,Fighting,505 Games,0.06,0.04,0,0.02
9656,World Soccer Winning Eleven 2002,PS,2002,Sports,Konami Digital Entertainment,0,0,0.12,0.01
9657,Geometry Wars: Galaxies,Wii,2007,Shooter,Vivendi Games,0.11,0,0,0.01
9658,Actua Tennis,PS,1997,Sports,Gremlin Interactive Ltd,0.07,0.05,0,0.01
9659,Horse Life,DS,2007,Simulation,Game Life,0.09,0.02,0,0.01
9660,Monster Truck Madness,GBA,2003,Racing,THQ,0.09,0.03,0,0
9661,Sonic Jam,SAT,1997,Platform,Sega,0,0,0.12,0
9662,Puella Magi Madoka Magica Portable,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0
9663,Ninja Reflex,Wii,2008,Action,Electronic Arts,0.11,0.01,0,0.01
9664,Peter Jacobsen's Golden Tee Golf,PS,2000,Sports,Infogrames,0.07,0.05,0,0.01
9665,Calling,Wii,2009,Adventure,Konami Digital Entertainment,0.07,0.04,0,0.01
9666,Marvel Avengers: Battle for Earth,WiiU,2012,Action,Ubisoft,0.07,0.04,0,0.01
9667,Disney's Atlantis: The Lost Empire,GBA,2001,Platform,THQ,0.09,0.03,0,0
9668,Nippon Daihyou Team no Kantoku ni Narou! Sekaihatsu Soccer RPG,SAT,1998,Sports,Sega,0,0,0.12,0
9670,Where the Wild Things Are,Wii,2009,Platform,Warner Bros. Interactive Entertainment,0.11,0,0,0.01
9671,High Velocity: Mountain Racing Challenge,SAT,1995,Racing,Atlus,0,0,0.12,0
9672,NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0,0,0.01
9673,Resident Evil,PS3,2006,Action,Capcom,0,0,0.12,0
9674,Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001,Fighting,Capcom,0,0,0.12,0
9675,Criticom,PS,1996,Fighting,Vic Tokai,0.07,0.05,0,0.01
9676,SCORE International Baja 1000: The Official Game,X360,2008,Racing,Activision,0.11,0.01,0,0.01
9677,Disney Sing It: Party Hits,PS3,2010,Misc,Disney Interactive Studios,0.1,0.01,0,0.01
9678,Sleeping Dogs,PC,2012,Action,Square Enix,0.06,0.05,0,0.02
9679,Mega Man X: Command Mission,GC,2004,Role-Playing,Capcom,0.1,0.02,0,0
9680,Diner Dash: Sizzle & Serve,PSP,2007,Puzzle,Eidos Interactive,0.11,0,0,0.01
9681,After Hours Athletes,PS3,2011,Sports,Sony Computer Entertainment,0,0.1,0,0.03
9683,Worms 3D,PS2,2003,Strategy,Sega,0.06,0.05,0,0.02
9684,Clock Tower: The First Fear,PS,1997,Adventure,Human Entertainment,0,0,0.12,0.01
9685,Kidou Senshi Gundam Seed Battle Destiny,PSV,2012,Action,Namco Bandai Games,0,0,0.12,0
9686,Godzilla Unleashed: Double Smash,DS,2007,Action,Atari,0.11,0,0,0.01
9687,Star Trek: Conquest,Wii,2007,Strategy,Bethesda Softworks,0.11,0.01,0,0.01
9688,"Kilari: Na-san, Mon Meilleur Ami",DS,2006,Simulation,Konami Digital Entertainment,0,0,0.12,0
9689,Strikers 1945,PS,1998,Shooter,Midas Interactive Entertainment,0.07,0.05,0,0.01
9690,Ochaken no Heya DS,DS,2006,Simulation,MTO,0,0,0.12,0
9691,Obscure: The Aftermath,Wii,2008,Action,Playlogic Game Factory,0.12,0,0,0.01
9692,Galidor: Defenders of the Outer Dimension,GBA,2002,Action,Electronic Arts,0.09,0.03,0,0
9693,Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0,0.1,0,0.03
9695,Fire ProWrestling S: 6Men Scramble,SAT,1996,Fighting,Human Entertainment,0,0,0.12,0
9696,Blackwater,X360,2011,Shooter,505 Games,0.09,0.02,0,0.01
9697,Pryzm Chapter One: The Dark Unicorn,PS2,2002,Adventure,TDK Mediactive,0.06,0.05,0,0.02
9698,Gundam Battle Royale,PSP,2006,Action,Namco Bandai Games,0,0,0.12,0
9699,Solitaire & Mahjong,Wii,2009,Puzzle,Crave Entertainment,0.11,0,0,0.01
9700,Zen-Nippon Pro Wrestling: Ouja no Kon,PS,1999,Fighting,Human Entertainment,0,0,0.12,0.01
9701,NASCAR 2005: Chase for the Cup,GC,2004,Racing,Electronic Arts,0.1,0.02,0,0
9703,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,2008,Misc,D3Publisher,0,0,0.12,0
9704,Guilty Gear X,PS2,2001,Fighting,Sammy Corporation,0.06,0.05,0,0.02
9705,Deadliest Catch: Sea of Chaos,Wii,2010,Sports,Crave Entertainment,0.12,0,0,0.01
9706,One Piece: Pirate Warriors 2,PSV,2013,Action,Namco Bandai Games,0,0,0.12,0
9707,NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0,0
9708,Disney's PK: Out of the Shadows,PS2,2002,Platform,Ubisoft,0.06,0.05,0,0.02
9709,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,DS,2010,Role-Playing,Namco Bandai Games,0,0,0.12,0
9710,Karaoke Revolution,X360,2009,Misc,Konami Digital Entertainment,0.12,0,0,0.01
9711,Echo Night,PS,1998,Adventure,From Software,0.03,0.02,0.07,0.01
9712,Are You Smarter than a 5th Grader? Game Time,X360,2009,Puzzle,THQ,0.12,0,0,0.01
9714,Wild ARMs 5 (jp sales),PS2,2006,Role-Playing,505 Games,0,0,0.12,0
9715,Tom Clancy's Splinter Cell: Blacklist,WiiU,2013,Action,Ubisoft,0.05,0.07,0,0.01
9716,Gladiator Begins,PSP,2010,Action,PQube,0.05,0.01,0.05,0.01
9717,Colony Wars III: Red Sun,PS,2000,Simulation,Psygnosis,0.07,0.05,0,0.01
9718,Magic: The Gathering - Battlemage,PS,1997,Strategy,Acclaim Entertainment,0.07,0.05,0,0.01
9719,The King of Fighters '94,NG,1994,Fighting,SNK,0,0,0.12,0
9720,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,DS,2008,Adventure,Tecmo Koei,0,0,0.12,0
9721,Puzzle Quest 2,DS,2010,Puzzle,D3Publisher,0.11,0,0,0.01
9722,All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0,0,0.12,0
9723,The King of Fighters '98 Ultimate Match,PS2,2008,Fighting,Ignition Entertainment,0.04,0.03,0.03,0.01
9724,Onechanbara: Bikini Zombie Slayers,Wii,2008,Action,D3Publisher,0.11,0,0,0.01
9725,Puzzle Quest: Challenge of the Warlords,PS2,2007,Puzzle,D3Publisher,0.06,0.05,0,0.02
9726,Angry Birds Star Wars,PSV,2013,Strategy,Activision,0.05,0.04,0,0.03
9727,Guardian's Crusade,PS,1998,Role-Playing,Activision,0.07,0.05,0,0.01
9728,Undead Knights,PSP,2009,Action,Ubisoft Annecy,0.05,0.01,0.06,0.01
9729,Final Fantasy XIV: Heavensward,PS4,2015,Action,Square Enix,0,0.05,0.06,0.01
9730,Lemony Snicket's A Series of Unfortunate Events,XB,2004,Platform,Activision,0.09,0.03,0,0
9731,MotoGP 3 - Official Game of MotoGP,PS2,2003,Racing,Namco Bandai Games,0.06,0.05,0,0.02
9732,Makai Kingdom: Chronicles of the Sacred Tome,PS2,2005,Role-Playing,Tecmo Koei,0.06,0.05,0,0.02
9733,The Ant Bully,GC,2006,Platform,Midway Games,0.09,0.02,0,0
9734,M&M's Kart Racing,DS,2008,Racing,Zoo Digital Publishing,0.11,0,0,0.01
9735,Bomberman Party Edition,PS,1998,Puzzle,Virgin Interactive,0.07,0.05,0,0.01
9736,Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,3DS,2014,Misc,Namco Bandai Games,0,0,0.12,0
9737,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0,0.04,0.06,0.02
9738,Eyeshield 21: Max Devil Power,DS,2006,Role-Playing,Nintendo,0,0,0.12,0
9739,Summon Night 3,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.12,0
9740,O.D.T.: Escape... Or Die Trying,PS,1997,Adventure,Psygnosis,0.07,0.05,0,0.01
9741,Madden NFL 06,DS,2005,Sports,Electronic Arts,0.11,0,0,0.01
9742,Escape The Museum,Wii,2009,Adventure,Majesco Entertainment,0.11,0.01,0,0.01
9743,Fuse (Insomniac),PS3,2013,Shooter,Electronic Arts,0.06,0.04,0,0.02
9745,Lunar: Dragon Song,DS,2005,Role-Playing,Rising Star Games,0.11,0,0,0.01
9746,Break 'Em All,DS,2005,Puzzle,D3Publisher,0.11,0,0,0.01
9747,WWE SmackDown vs Raw 2008,DS,2007,Fighting,THQ,0.11,0.01,0,0.01
9748,MotoGP 14,PS3,2014,Racing,Milestone S.r.l.,0.04,0.06,0,0.02
9749,Cars 2,PSP,2011,Racing,Disney Interactive Studios,0.1,0.01,0,0.01
9750,Major League Baseball 2K8 Fantasy All-Stars,DS,2008,Sports,Take-Two Interactive,0.11,0,0,0.01
9752,Mobile Suit Gundam Seed: Rengou vs. Z.A.F.T. Portable,PSP,2007,Shooter,Namco Bandai Games,0,0,0.12,0
9753,San Goku Shi V,SAT,1996,Strategy,Tecmo Koei,0,0,0.12,0
9754,Puzzle Kingdoms,Wii,2009,Puzzle,Zoo Digital Publishing,0.11,0,0,0.01
9755,The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.02,0,0.01
9756,WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0,0.02
9757,Red Faction II,XB,2003,Shooter,THQ,0.09,0.03,0,0
9758,Daikaijyuu Monogatari II,SNES,1996,Role-Playing,Hudson Soft,0,0,0.12,0
9759,Rock Band Track Pack Volume 2,PS2,2008,Misc,MTV Games,0.06,0.05,0,0.02
9760,Voodoo Vince,XB,2003,Platform,Microsoft Game Studios,0.09,0.03,0,0
9761,Bodycount,PS3,2011,Shooter,Codemasters,0.05,0.06,0,0.02
9762,Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0,0,0.12,0
9763,Megamind: Ultimate Showdown,X360,2010,Action,THQ,0.07,0.04,0,0.01
9764,Kaijuu Busters,DS,2009,Action,Namco Bandai Games,0,0,0.12,0
9765,Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01
9766,Ferrari Challenge Trofeo Pirelli,PS2,2008,Racing,System 3 Arcade Software,0.06,0.05,0,0.02
9767,Virtua Fighter CG Portrait Series Vol.4: Pai Chan,SAT,1995,Misc,Sega,0,0,0.12,0
9768,Chase: Hollywood Stunt Driver,XB,2002,Racing,BAM! Entertainment,0.09,0.03,0,0
9769,The X Files: Resist or Serve,PS2,2004,Adventure,Vivendi Games,0.06,0.05,0,0.02
9770,Mobile Suit Gundam Side Story: Missing Link,PS3,2014,Action,Namco Bandai Games,0,0,0.12,0
9772,Curious George,PS2,2006,Action,Namco Bandai Games,0.06,0.05,0,0.02
9773,Crush3D,3DS,2012,Platform,Sega,0.07,0.04,0,0.01
9774,Zathura,PS2,2005,Adventure,Take-Two Interactive,0.06,0.05,0,0.02
9775,Lovely Lisa,DS,2007,Simulation,DHM Interactive,0.11,0,0,0.01
9776,Medarot DS: Kabuto / Kuwagata Ver.,DS,2010,Role-Playing,Rocket Company,0,0,0.12,0
9777,Mountain Sports,Wii,2009,Sports,Activision,0.11,0,0,0.01
9778,Tenchu: Shadow Assassins,PSP,2009,Action,Ubisoft,0.03,0.03,0.05,0.01
9779,NPPL: Championship Paintball 2009,X360,2008,Shooter,Activision Value,0.1,0.01,0,0.01
9780,Lost Planet 3,X360,2013,Shooter,Capcom,0.07,0.04,0.01,0.01
9781,Making History: The Great War,PSP,2010,Strategy,Namco Bandai Games,0,0,0.12,0
9782,Shin Megami Tensei: Devil Survivor 2,3DS,2015,Role-Playing,Atlus,0,0.03,0.09,0
9783,The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0,0.07,0.03,0.02
9784,Dance Paradise,X360,2010,Misc,Mindscape,0.1,0.01,0,0.01
9785,Backyard Baseball '10,DS,2009,Sports,Atari,0.11,0,0,0.01
9786,Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,0.03,0.05,0.02,0.02
9787,Cel Damage,XB,2001,Racing,Electronic Arts,0.09,0.03,0,0
9788,Go! Sudoku,PSP,2005,Puzzle,Sony Computer Entertainment,0.11,0,0,0.01
9789,Alice: Madness Returns,PC,2011,Adventure,Electronic Arts,0,0.1,0,0.02
9790,SSX 3,GBA,2003,Sports,Electronic Arts,0.09,0.03,0,0
9791,My Chinese Coach,DS,2008,Misc,Ubisoft,0.11,0.01,0,0.01
9792,DiRT 2,DS,2009,Racing,Codemasters,0.06,0.04,0,0.01
9793,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,DS,2007,Misc,Namco Bandai Games,0,0,0.12,0
9794,The King of Fighters Collection: The Orochi Saga,Wii,2008,Fighting,Ignition Entertainment,0.11,0,0,0.01
9795,Atelier Annie: Alchemists of Sera Island,DS,2009,Role-Playing,Gust,0.08,0,0.03,0.01
9796,Breakdown,XB,2004,Adventure,Electronic Arts,0.09,0.03,0,0
9797,Rush,PSP,2006,Racing,Midway Games,0.11,0,0,0.01
9798,Ecco the Dolphin,GEN,1992,Adventure,Sega,0,0,0.12,0
9799,The Legend of Heroes: Trails of Cold Steel II,PS3,2014,Role-Playing,Nippon Ichi Software,0.01,0,0.11,0
9800,Looney Tunes: Sheep Raider,PS,2001,Platform,Infogrames,0.07,0.05,0,0.01
9801,Yard Sale Hidden Treasures: Sunnyville,DS,2010,Puzzle,Konami Digital Entertainment,0.11,0,0,0.01
9802,Harvest Moon 2 GBC,GB,1999,Simulation,Ubisoft,0,0,0.12,0
9803,Killer is Dead,X360,2013,Action,Deep Silver,0.08,0.02,0.01,0.01
9804,Lost in Shadow,Wii,2010,Platform,Konami Digital Entertainment,0.1,0,0.01,0.01
9805,Cory in the House,DS,2007,Action,Disney Interactive Studios,0.11,0,0,0.01
9806,X2: Wolverine's Revenge,GC,2003,Platform,Activision,0.09,0.02,0,0
9807,McDROID,Wii,2011,Strategy,Namco Bandai Games,0,0,0.12,0
9808,Gallop Racer 2000,PS,2000,Sports,Tecmo Koei,0,0,0.11,0.01
9809,Showdown: Legends of Wrestling,XB,2004,Fighting,Acclaim Entertainment,0.09,0.03,0,0
9810,Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0,0,0.12,0
9811,Chessmaster: The Art of Learning,PSP,2008,Misc,Ubisoft,0.11,0,0,0.01
9812,Petz Fantasy: Moonlight Magic,DS,2010,Simulation,Ubisoft,0.11,0,0,0.01
9814,My Farm Around the World,DS,2008,Simulation,Atari,0.11,0,0,0.01
9815,Fat Princess: Fistful of Cake,PSP,2010,Action,Sony Computer Entertainment,0.08,0.02,0,0.02
9816,Zubo,DS,2008,Misc,Electronic Arts,0.09,0.03,0,0.01
9818,NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0,0
9819,Earthworm Jim 3D,N64,1999,Platform,Interplay,0.1,0.02,0,0
9820,Rocket: Robot on Wheels,N64,1999,Platform,Ubisoft,0.1,0.02,0,0
9821,Densha De Go! 64,N64,1999,Simulation,Taito,0,0,0.05,0.07
9824,Conception II: Children of the Seven Stars,3DS,2013,Role-Playing,Screenlife,0.09,0,0.03,0.01
9825,Animal Genius,DS,2007,Puzzle,Ubisoft,0.11,0,0,0.01
9826,Sega Soccer Slam,PS2,2002,Sports,Sega,0.06,0.05,0,0.02
9827,Zenses: Rainforest,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01
9828,Dora the Explorer: Dora Saves the Mermaids,PS2,2008,Platform,Take-Two Interactive,0.06,0.05,0,0.02
9829,Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,0.08,0.03,0,0.01
9830,Phantasy Star Universe,X360,2006,Role-Playing,Sega,0.09,0.02,0,0.01
9831,Skate City Heroes,Wii,2008,Sports,Zoo Digital Publishing,0.11,0,0,0.01
9832,NASCAR Unleashed,X360,2011,Racing,Activision,0.11,0,0,0.01
9833,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,GBA,2005,Racing,THQ,0.09,0.03,0,0
9834,College Hoops 2K6,X360,2006,Sports,Take-Two Interactive,0.11,0,0,0.01
9835,Mytran Wars,PSP,2009,Strategy,Deep Silver,0.08,0.02,0,0.02
9836,MX vs. ATV Untamed,DS,2007,Racing,THQ,0.11,0,0,0.01
9837,Prince of Persia: Rival Swords,PSP,2007,Action,Ubisoft,0.08,0.02,0,0.02
9838,Mahou Shoujo Lyrical Nanoha A's Portable: The Gears of Destiny,PSP,2011,Fighting,Namco Bandai Games,0,0,0.12,0
9839,Gungnir: Mayari no Gunshin to Eiyuu Sensou,PSP,2011,Role-Playing,Atlus,0.07,0,0.04,0.01
9840,Dodge Racing: Charger vs Challenger,Wii,2009,Racing,Zushi Games,0.11,0,0,0.01
9841,Fate/Extra CCC,PSP,2013,Action,Marvelous Entertainment,0,0,0.12,0
9843,MTV Sports: Pure Ride,PS,2000,Sports,THQ,0.07,0.05,0,0.01
9844,Sonic Adventure 2,DC,2001,Platform,Sega,0,0,0.12,0
9845,Burning Road,PS,1996,Racing,FunSoft,0.07,0.05,0,0.01
9846,Slayers,SNES,1994,Role-Playing,Banpresto,0,0,0.12,0
9847,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,DS,2010,Strategy,Namco Bandai Games,0,0,0.12,0
9848,IndyCar Series,PS2,2003,Racing,Codemasters,0.06,0.05,0,0.02
9849,Space Chimps,PS2,2008,Platform,Brash Entertainment,0.06,0.05,0,0.02
9850,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,GBA,2005,Misc,Vivendi Games,0.09,0.03,0,0
9851,Famicom Mini: TwinBee,GBA,2004,Shooter,Konami Digital Entertainment,0,0,0.12,0
9852,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,0.11,0,0,0.01
9853,Gladiator: Sword of Vengeance,PS2,2003,Action,Acclaim Entertainment,0.06,0.05,0,0.02
9854,nail'd,PS3,2010,Racing,Deep Silver,0.08,0.02,0,0.02
9855,PixelJunk Monsters Deluxe,PSP,2010,Strategy,Sony Computer Entertainment,0.11,0,0,0.01
9856,Tom Clancy's EndWar,PSP,2008,Strategy,Ubisoft,0.1,0.01,0,0.01
9857,Ultimate Card Games,GBA,2003,Misc,Telegames,0.09,0.03,0,0
9858,Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Sports,Konami Digital Entertainment,0,0,0.12,0
9859,Rubik's World,DS,2008,Puzzle,Game Factory,0.1,0.01,0,0.01
9860,Lost Magic,DS,2006,Role-Playing,Ubisoft,0.09,0,0.02,0.01
